1600312	ZhangZijin	Computer Science
1600313	ZhaoZijin	Computer Science
1600314	LiZijin	Math
1600315	GaoZeming	Physics
1600316	ZhaoZijin	Computer Science
1600317	ZhaoJing	Physics
1600318	WuJing	Math
1600319	LiRuiyang	Physics
1600320	WuJing	Math
1600321	ZengYouwei	Computer Science
1600322	WuZijin	Math
1600323	GaoQijie	Physics
1600324	ZhaoRuiyang	Physics
1600325	LiRuiyang	Physics
1600326	WuYouwei	Computer Science
1600327	ZhangJun	Computer Science
1600328	GaoRuiyang	Physics
1600329	ZhangWeiming	Physics
1600330	ZhangWeiming	Math
1600331	JiangBaohua	Physics
1600332	ZengQijie	Math
1600333	GaoZeming	Math
1600334	ZhaoZijin	Math
1600335	WuZeming	Computer Science
1600336	WuJun	Physics
1600337	ZhaoJing	Physics
1600338	ZhangRuiyang	Computer Science
1600339	GaoRuiyang	Physics
1600340	JiangWeiming	Computer Science
1600341	ZengWeiming	Math
1600342	LiQijie	Math
1600343	GaoZijin	Computer Science
1600344	WuRuiyang	Physics
1600345	JiangZeming	Math
1600346	WuZijin	Math
1600347	JiangJing	Physics
1600348	LiBaohua	Computer Science
1600349	ZhangYouwei	Physics
1600350	WuWeiming	Computer Science
1600351	WuQijie	Computer Science
1600352	ZhaoJing	Physics
1600353	JiangZeming	Math
1600354	LiWeiming	Math
1600355	ZhaoBaohua	Computer Science
1600356	ZengJun	Physics
1600357	LiQijie	Computer Science
1600358	ZhangRuiyang	Math
1600359	ZhangZijin	Physics
1600360	WuZijin	Computer Science
1600361	ZhaoRuiyang	Physics
1600362	ZhaoYouwei	Math
1600363	ZengBaohua	Physics
1600364	GaoZijin	Computer Science
1600365	LiRuiyang	Physics
1600366	WuLi	Math
1600367	JiangWeiming	Physics
1600368	ZhangRuiyang	Computer Science
1600369	GaoBaohua	Math
1600370	WuWeiming	Computer Science
1600371	ZengZijin	Math
1600372	JiangJun	Physics
1600373	ZhangJun	Physics
1600374	JiangJun	Math
1600375	ZengBaohua	Computer Science
1600376	JiangRuiyang	Math
1600377	ZengRuiyang	Math
1600378	JiangWeiming	Physics
1600379	WuZijin	Math
1600380	GaoZeming	Math
1600381	WuZeming	Math
1600382	ZhaoZijin	Math
1600383	ZhangRuiyang	Physics
1600384	WuLi	Physics
1600385	LiBaohua	Computer Science
1600386	JiangRuiyang	Math
1600387	ZhaoJun	Computer Science
1600388	ZhangJun	Physics
1600389	WuZijin	Physics
1600390	ZengYouwei	Computer Science
1600391	GaoZijin	Math
1600392	JiangBaohua	Computer Science
1600393	GaoBaohua	Physics
1600394	LiWeiming	Math
1600395	JiangBaohua	Math
1600396	LiJun	Physics
1600397	ZengBaohua	Math
1600398	JiangYouwei	Math
1600399	WuRuiyang	Math
1600400	JiangYouwei	Physics
1600401	ZengJing	Computer Science
1600402	ZhaoZeming	Physics
1600403	JiangRuiyang	Math
1600404	ZhangJing	Physics
1600405	ZengBaohua	Math
1600406	GaoZeming	Math
1600407	GaoLi	Computer Science
1600408	ZhangZeming	Physics
1600409	ZengWeiming	Computer Science
1600410	ZhaoJing	Physics
1600411	ZhaoZeming	Physics
1600412	LiWeiming	Computer Science
1600413	JiangJun	Math
1600414	JiangQijie	Math
1600415	LiYouwei	Computer Science
1600416	ZhangBaohua	Computer Science
1600417	LiBaohua	Computer Science
1600418	JiangLi	Math
1600419	ZengRuiyang	Math
1600420	WuJing	Computer Science
1600421	LiQijie	Computer Science
1600422	GaoZijin	Physics
1600423	GaoBaohua	Physics
1600424	ZhaoRuiyang	Physics
1600425	ZengYouwei	Computer Science
1600426	ZhangQijie	Physics
1600427	ZhaoLi	Computer Science
1600428	ZhaoZijin	Computer Science
1600429	ZhaoLi	Math
1600430	ZengJun	Math
1600431	ZhangZijin	Physics
1600432	ZengYouwei	Math
1600433	ZengZeming	Computer Science
1600434	ZhaoRuiyang	Physics
1600435	WuJun	Computer Science
1600436	ZhaoLi	Computer Science
1600437	WuYouwei	Math
1600438	JiangZijin	Physics
1600439	ZengZijin	Computer Science
1600440	GaoRuiyang	Computer Science
1600441	GaoJun	Physics
1600442	JiangZijin	Computer Science
1600443	ZengZeming	Math
1600444	WuZeming	Physics
1600445	JiangJing	Physics
1600446	WuQijie	Physics
1600447	ZengLi	Math
1600448	ZhangJun	Computer Science
1600449	ZhaoJing	Physics
1600450	WuQijie	Physics
1600451	ZhangLi	Physics
1600452	WuLi	Computer Science
1600453	JiangQijie	Computer Science
1600454	ZhaoYouwei	Math
1600455	WuLi	Physics
1600456	WuQijie	Math
1600457	JiangZeming	Computer Science
1600458	ZhangYouwei	Math
1600459	GaoQijie	Physics
1600460	LiZijin	Computer Science
1600461	ZhangYouwei	Computer Science
1600462	LiWeiming	Computer Science
1600463	GaoZijin	Physics
1600464	JiangLi	Physics
1600465	ZhaoQijie	Physics
1600466	WuZijin	Physics
1600467	ZengBaohua	Math
1600468	WuBaohua	Physics
1600469	GaoWeiming	Math
1600470	LiBaohua	Physics
1600471	ZengRuiyang	Physics
1600472	GaoYouwei	Physics
1600473	GaoJing	Math
1600474	JiangQijie	Computer Science
1600475	GaoBaohua	Math
1600476	WuJun	Physics
1600477	JiangLi	Computer Science
1600478	GaoRuiyang	Math
1600479	ZhaoRuiyang	Computer Science
1600480	ZengJun	Physics
1600481	LiJing	Physics
1600482	JiangJun	Math
1600483	ZhaoWeiming	Physics
1600484	ZengWeiming	Math
1600485	GaoYouwei	Math
1600486	WuBaohua	Computer Science
1600487	JiangZeming	Computer Science
1600488	ZengYouwei	Math
1600489	GaoYouwei	Math
1600490	ZhaoQijie	Physics
1600491	WuZijin	Physics
1600492	GaoLi	Math
1600493	LiJing	Math
1600494	JiangBaohua	Computer Science
1600495	ZengZeming	Physics
1600496	ZhaoWeiming	Physics
1600497	JiangWeiming	Computer Science
1600498	WuWeiming	Math
1600499	ZhangJun	Physics
1600500	JiangBaohua	Computer Science
1600501	ZhangJing	Computer Science
1600502	LiZeming	Physics
1600503	JiangWeiming	Computer Science
1600504	WuJun	Math
1600505	JiangQijie	Physics
1600506	ZengZijin	Computer Science
1600507	LiZijin	Math
1600508	ZhangJing	Computer Science
1600509	JiangRuiyang	Math
1600510	ZhangBaohua	Physics
1600511	ZengWeiming	Physics
1600512	LiZijin	Physics
1600513	LiJing	Math
1600514	ZengLi	Computer Science
1600515	ZengJun	Computer Science
1600516	WuLi	Computer Science
1600517	ZengRuiyang	Computer Science
1600518	ZhaoJing	Math
1600519	JiangZijin	Math
1600520	ZhaoZijin	Computer Science
1600521	ZhangBaohua	Physics
1600522	WuYouwei	Physics
1600523	GaoQijie	Math
1600524	ZhangZijin	Math
1600525	JiangBaohua	Physics
1600526	LiZijin	Math
1600527	LiBaohua	Math
1600528	GaoLi	Physics
1600529	ZhangWeiming	Physics
1600530	ZhaoQijie	Math
1600531	WuWeiming	Computer Science
1600532	LiJun	Physics
1600533	WuRuiyang	Physics
1600534	WuRuiyang	Physics
1600535	ZhaoBaohua	Physics
1600536	WuJing	Physics
1600537	LiRuiyang	Math
1600538	JiangBaohua	Math
1600539	LiJing	Computer Science
1600540	ZhaoRuiyang	Computer Science
1600541	WuWeiming	Computer Science
1600542	JiangJing	Math
1600543	LiZijin	Physics
1600544	ZhangJing	Physics
1600545	ZengZeming	Math
1600546	JiangRuiyang	Math
1600547	ZhaoQijie	Computer Science
1600548	LiWeiming	Computer Science
1600549	ZengRuiyang	Computer Science
1600550	GaoLi	Computer Science
1600551	GaoJun	Computer Science
1600552	GaoWeiming	Physics
1600553	WuQijie	Physics
1600554	WuJun	Math
1600555	WuJing	Computer Science
1600556	WuWeiming	Math
1600557	ZhangQijie	Computer Science
1600558	ZengJing	Physics
1600559	GaoWeiming	Computer Science
1600560	JiangQijie	Physics
1600561	ZhaoYouwei	Physics
1600562	ZengJun	Math
1600563	ZhangQijie	Math
1600564	ZhangYouwei	Computer Science
1600565	LiRuiyang	Math
1600566	LiYouwei	Computer Science
1600567	WuJun	Physics
1600568	ZhangYouwei	Math
1600569	GaoYouwei	Computer Science
1600570	ZengLi	Computer Science
1600571	WuQijie	Physics
1600572	ZengJing	Physics
1600573	ZhangWeiming	Physics
1600574	ZhaoLi	Math
1600575	GaoBaohua	Physics
1600576	LiBaohua	Physics
1600577	WuZeming	Computer Science
1600578	JiangJing	Math
1600579	LiRuiyang	Math
1600580	ZhaoRuiyang	Physics
1600581	WuJun	Physics
1600582	ZengRuiyang	Physics
1600583	GaoWeiming	Computer Science
1600584	ZhangZeming	Computer Science
1600585	ZengQijie	Physics
1600586	ZhangZijin	Physics
1600587	GaoYouwei	Physics
1600588	WuRuiyang	Computer Science
1600589	JiangJun	Physics
1600590	ZhangBaohua	Math
1600591	JiangQijie	Math
1600592	LiBaohua	Computer Science
1600593	LiWeiming	Math
1600594	ZhangZeming	Computer Science
1600595	LiWeiming	Math
1600596	LiJing	Physics
1600597	GaoQijie	Physics
1600598	LiYouwei	Math
1600599	LiBaohua	Computer Science
1600600	LiQijie	Computer Science
1600601	ZengBaohua	Physics
1600602	ZhangZeming	Physics
1600603	ZengWeiming	Computer Science
1600604	LiZijin	Computer Science
1600605	ZhaoQijie	Computer Science
1600606	LiJing	Computer Science
1600607	WuZijin	Math
1600608	ZengJing	Physics
1600609	LiJun	Math
1600610	ZhangJing	Physics
1600611	ZengWeiming	Math
1600612	ZengBaohua	Physics
1600613	JiangWeiming	Math
1600614	LiBaohua	Computer Science
1600615	ZhaoJing	Math
1600616	ZengRuiyang	Computer Science
1600617	JiangZeming	Computer Science
1600618	LiRuiyang	Physics
1600619	WuBaohua	Physics
1600620	LiJing	Physics
1600621	ZengZeming	Physics
1600622	ZhaoBaohua	Physics
1600623	ZhangWeiming	Computer Science
1600624	LiJun	Computer Science
1600625	WuZeming	Computer Science
1600626	ZhaoJing	Computer Science
1600627	ZengBaohua	Computer Science
1600628	ZhaoQijie	Physics
1600629	ZhaoBaohua	Math
1600630	GaoZijin	Computer Science
1600631	JiangQijie	Math
1600632	LiQijie	Math
1600633	ZhangYouwei	Math
1600634	GaoWeiming	Computer Science
1600635	ZhaoZeming	Computer Science
1600636	WuRuiyang	Math
1600637	ZhangYouwei	Physics
1600638	ZhangZijin	Computer Science
1600639	WuRuiyang	Physics
1600640	GaoRuiyang	Physics
1600641	ZhangLi	Math
1600642	ZengLi	Math
1600643	ZhangLi	Computer Science
1600644	GaoYouwei	Math
1600645	ZhaoZijin	Physics
1600646	LiRuiyang	Math
1600647	ZhangWeiming	Math
1600648	LiLi	Computer Science
1600649	ZhangZijin	Physics
1600650	ZengQijie	Computer Science
1600651	WuJing	Math
1600652	LiWeiming	Math
1600653	ZhangZijin	Physics
1600654	JiangWeiming	Math
1600655	ZhaoJun	Physics
1600656	JiangBaohua	Math
1600657	ZhangBaohua	Physics
1600658	WuQijie	Computer Science
1600659	ZengLi	Physics
1600660	ZengYouwei	Physics
1600661	ZhaoYouwei	Physics
1600662	JiangZijin	Physics
1600663	ZhangLi	Math
1600664	ZhangJing	Physics
1600665	WuWeiming	Computer Science
1600666	ZhangJing	Physics
1600667	GaoBaohua	Physics
1600668	ZengJing	Math
1600669	ZengWeiming	Math
1600670	ZengZijin	Math
1600671	ZhangRuiyang	Math
1600672	JiangYouwei	Math
1600673	JiangQijie	Physics
1600674	WuZeming	Math
1600675	ZhaoQijie	Physics
1600676	ZhaoJing	Math
1600677	LiWeiming	Physics
1600678	LiRuiyang	Physics
1600679	JiangQijie	Computer Science
1600680	GaoZeming	Math
1600681	LiLi	Math
1600682	WuWeiming	Physics
1600683	ZhaoWeiming	Math
1600684	LiYouwei	Math
1600685	LiJun	Math
1600686	ZengJing	Physics
1600687	GaoWeiming	Computer Science
1600688	WuBaohua	Math
1600689	ZhangZeming	Computer Science
1600690	GaoZeming	Computer Science
1600691	ZengJun	Physics
1600692	JiangRuiyang	Math
1600693	ZengJing	Math
1600694	GaoLi	Physics
1600695	ZhaoWeiming	Math
1600696	ZhangQijie	Physics
1600697	GaoQijie	Physics
1600698	WuZeming	Computer Science
1600699	ZengZijin	Physics
1600700	LiZeming	Math
1600701	JiangQijie	Math
1600702	ZhangYouwei	Math
1600703	LiQijie	Computer Science
1600704	ZengLi	Computer Science
1600705	ZhaoQijie	Math
1600706	WuJing	Math
1600707	GaoYouwei	Physics
1600708	GaoJing	Computer Science
1600709	JiangZijin	Math
1600710	ZengJun	Computer Science
1600711	ZengYouwei	Physics
1600712	JiangJing	Computer Science
1600713	ZhaoYouwei	Math
1600714	GaoRuiyang	Math
1600715	ZengZijin	Computer Science
1600716	WuJun	Math
1600717	GaoLi	Computer Science
1600718	ZengJun	Math
1600719	WuWeiming	Math
1600720	ZhaoZijin	Physics
1600721	LiJun	Physics
1600722	GaoJun	Physics
1600723	ZengRuiyang	Computer Science
1600724	LiJun	Computer Science
1600725	GaoZeming	Physics
1600726	LiLi	Computer Science
1600727	JiangZijin	Physics
1600728	ZhaoQijie	Math
1600729	GaoLi	Math
1600730	GaoLi	Physics
1600731	LiZijin	Physics
1600732	WuBaohua	Math
1600733	ZhangJing	Physics
1600734	ZhaoWeiming	Computer Science
1600735	ZhaoRuiyang	Computer Science
1600736	ZhaoYouwei	Computer Science
1600737	GaoBaohua	Math
1600738	ZhaoZeming	Math
1600739	GaoQijie	Math
1600740	ZengQijie	Computer Science
1600741	JiangYouwei	Physics
1600742	LiQijie	Physics
1600743	ZhangYouwei	Math
1600744	JiangJing	Math
1600745	GaoQijie	Math
1600746	ZhangQijie	Math
1600747	JiangQijie	Physics
1600748	ZhaoJun	Computer Science
1600749	ZhaoZijin	Physics
1600750	GaoBaohua	Computer Science
1600751	GaoZijin	Computer Science
1600752	LiZijin	Math
1600753	GaoYouwei	Computer Science
1600754	ZhangJing	Physics
1600755	LiZeming	Math
1600756	GaoWeiming	Math
1600757	ZhaoJun	Physics
1600758	WuBaohua	Math
1600759	GaoYouwei	Physics
1600760	ZengZeming	Computer Science
1600761	ZhaoJing	Math
1600762	ZengLi	Math
1600763	GaoJing	Physics
1600764	JiangWeiming	Physics
1600765	ZhangLi	Physics
1600766	ZhangJing	Physics
1600767	JiangQijie	Physics
1600768	WuYouwei	Math
1600769	ZengZijin	Physics
1600770	ZengYouwei	Math
1600771	LiLi	Physics
1600772	ZengQijie	Computer Science
1600773	ZhangRuiyang	Math
1600774	ZengYouwei	Computer Science
1600775	ZhangBaohua	Physics
1600776	ZhaoRuiyang	Math
1600777	ZengWeiming	Computer Science
1600778	GaoZeming	Math
1600779	ZhaoQijie	Physics
1600780	ZengZeming	Physics
1600781	ZhaoWeiming	Physics
1600782	LiZeming	Math
1600783	JiangYouwei	Math
1600784	ZhaoQijie	Computer Science
1600785	JiangZijin	Physics
1600786	ZhaoBaohua	Math
1600787	ZengJun	Physics
1600788	GaoJing	Computer Science
1600789	GaoJun	Math
1600790	ZengYouwei	Math
1600791	WuQijie	Computer Science
1600792	JiangZijin	Math
1600793	GaoWeiming	Computer Science
1600794	ZhaoJing	Computer Science
1600795	WuRuiyang	Physics
1600796	GaoLi	Math
1600797	LiJun	Computer Science
1600798	ZengQijie	Physics
1600799	ZhaoZeming	Math
1600800	ZengRuiyang	Math
1600801	ZhaoZijin	Physics
1600802	JiangLi	Math
1600803	GaoJun	Math
1600804	ZengBaohua	Physics
1600805	ZengBaohua	Math
1600806	GaoBaohua	Math
1600807	JiangZijin	Computer Science
1600808	JiangRuiyang	Computer Science
1600809	JiangZeming	Physics
1600810	LiLi	Physics
1600811	WuJun	Computer Science
1600812	ZhangBaohua	Math
1600813	WuBaohua	Computer Science
1600814	GaoWeiming	Computer Science
1600815	ZengZijin	Math
1600816	WuLi	Physics
1600817	ZhaoJun	Computer Science
1600818	ZengLi	Computer Science
1600819	JiangJing	Physics
1600820	ZengJing	Math
1600821	WuJun	Math
1600822	JiangJing	Math
1600823	LiLi	Physics
1600824	WuYouwei	Physics
1600825	ZengYouwei	Physics
1600826	LiZeming	Computer Science
1600827	ZengBaohua	Computer Science
1600828	JiangQijie	Computer Science
1600829	GaoYouwei	Physics
1600830	GaoWeiming	Math
1600831	LiRuiyang	Math
1600832	WuWeiming	Math
1600833	LiQijie	Math
1600834	LiLi	Math
1600835	JiangRuiyang	Physics
1600836	WuQijie	Math
1600837	LiYouwei	Math
1600838	ZengQijie	Math
1600839	ZengBaohua	Computer Science
1600840	LiJun	Math
1600841	JiangJun	Math
1600842	ZhangZijin	Physics
1600843	LiZijin	Math
1600844	WuRuiyang	Physics
1600845	ZengQijie	Physics
1600846	ZhangRuiyang	Computer Science
1600847	LiZeming	Physics
1600848	LiJing	Computer Science
1600849	LiWeiming	Computer Science
1600850	ZhaoYouwei	Physics
1600851	WuRuiyang	Math
1600852	GaoRuiyang	Math
1600853	LiZeming	Math
1600854	ZhangRuiyang	Math
1600855	GaoJing	Computer Science
1600856	ZhaoBaohua	Math
1600857	LiJing	Math
1600858	JiangZeming	Math
1600859	GaoZeming	Math
1600860	ZhangRuiyang	Computer Science
1600861	LiJing	Math
1600862	GaoRuiyang	Computer Science
1600863	JiangWeiming	Math
1600864	ZhaoJing	Physics
1600865	JiangBaohua	Computer Science
1600866	ZengLi	Math
1600867	GaoJing	Computer Science
1600868	JiangBaohua	Math
1600869	ZhaoZeming	Math
1600870	ZhangWeiming	Computer Science
1600871	ZhangJing	Computer Science
1600872	ZengZijin	Math
1600873	ZhangZijin	Math
1600874	ZengJun	Math
1600875	GaoZeming	Math
1600876	ZengRuiyang	Math
1600877	WuJing	Physics
1600878	LiQijie	Physics
1600879	ZengZijin	Computer Science
1600880	JiangBaohua	Math
1600881	ZhangQijie	Physics
1600882	GaoLi	Computer Science
1600883	ZengJing	Math
1600884	WuQijie	Physics
1600885	WuJun	Math
1600886	JiangZeming	Physics
1600887	ZengJing	Computer Science
1600888	GaoJing	Computer Science
1600889	ZhaoQijie	Math
1600890	ZhangRuiyang	Math
1600891	ZengRuiyang	Math
1600892	JiangJun	Physics
1600893	JiangWeiming	Math
1600894	WuYouwei	Math
1600895	ZengQijie	Math
